data_type,display_in_jbrowse,show_feature_label,label,comment,assayed_gene_product,background,alleles,mutant(s),conditions,growth_phase_or_response,strand,assay_type,first_author,publication_year,pmed_id,DB,study_id,sample_id,short_description,data_file_type,source_url
Transcripts,yes,,Poly(A)+ transcripts in rrp6delta during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1 rrp6::URA4,mutant,rrp6delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555595,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6-delta-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6delta during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1 rrp6::URA4,mutant,rrp6delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555596,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6-delta-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in rrp6delta during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1 rrp6::URA4,mutant,rrp6delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555596,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rrp6-delta-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in dis3-54 during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+ leu1 ura4 his2 dis3-54,mutant,dis3-54,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555572,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dis3-54-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in dis3-54 during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+ leu1 ura4 his2 dis3-54,mutant,dis3-54,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555572,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dis3-54-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in dis3-54 during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+ leu1 ura4 his2 dis3-54,mutant,dis3-54,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555573,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dis3-54-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in dis3-54 during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+ leu1 ura4 his2 dis3-54,mutant,dis3-54,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555573,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dis3-54-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555580,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555580,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555581,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555581,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 3 (forward strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555594,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-3.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in ago1delta during vegetative growth; repeat 3 (reverse strand) - Atkinson et al. (2018),,,"h- ago1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-210, leu1-32, his7-366",mutant,ago1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555594,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/ago1-3.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in dcr1delta during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,"h- dcr1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M210, leu1-32, his7-366",mutant,dcr1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555576,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dcr1-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in dcr1delta during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,"h- dcr1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M210, leu1-32, his7-366",mutant,dcr1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555576,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dcr1-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in dcr1delta during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,"h- dcr1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M210, leu1-32, his7-366",mutant,dcr1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555577,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dcr1-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in dcr1delta during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,"h- dcr1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M210, leu1-32, his7-366",mutant,dcr1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555577,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/dcr1-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in rdp1delta during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,"h- rdp1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M216, leu1-32, his7-366",mutant,rdp1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555578,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rdp1-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in rdp1delta during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,"h- rdp1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M216, leu1-32, his7-366",mutant,rdp1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555578,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rdp1-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in rdp1delta during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,"h- rdp1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M216, leu1-32, his7-366",mutant,rdp1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555579,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rdp1-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in rdp1delta during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,"h- rdp1::kanMX6, otr1R(Sph1)::ura4, ura4-DS/E, ade6-M216, leu1-32, his7-366",mutant,rdp1delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555579,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/rdp1-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in exo1delta during vegetative growth; repeat 1 (forward strand) - Atkinson et al. (2018),,,h- exo2::kanMX6 ade6-216,mutant,exo2delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555569,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/exo2-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in exo1delta during vegetative growth; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h- exo2::kanMX6 ade6-216,mutant,exo2delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555569,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/exo2-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts in exo1delta during vegetative growth; repeat 2 (forward strand) - Atkinson et al. (2018),,,h- exo2::kanMX6 ade6-216,mutant,exo2delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555582,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/exo2-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts in exo1delta during vegetative growth; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h- exo2::kanMX6 ade6-216,mutant,exo2delta,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555582,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/exo2-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555567,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555567,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (forward strand) - Lemieux et al. (2011),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemieux,2011,21981922,ArrayExpress,E-MTAB-708,,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (reverse strand) - Lemieux et al. (2011),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemieux,2011,21981922,ArrayExpress,E-MTAB-708,,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (forward strand) - Lemay et al. (2014),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemay,2014,25240800,ArrayExpress,E-MTAB-2237,,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-3.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during vegetative growth (reverse strand) - Lemay et al. (2014),,,h+ ade6-M216 leu1-32 ura4-D18 his3-D1,WT,not applicable,"YES, standard temperature",vegetative growth,,RNA-Seq,Lemay,2014,25240800,ArrayExpress,E-MTAB-2237,,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/YES-3.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during quiescence 7d (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,nitrogen starvation,quiescence,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555614,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Quies-7D-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during quiescence 7d (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,nitrogen starvation,quiescence,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7403,ERS555614,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Quies-7D-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 1 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7404,ERS555570,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat100-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7404,ERS555570,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat100-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 2 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7405,ERS555612,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat100-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during early stationary phase; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7405,ERS555612,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat100-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 1 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7406,ERS555571,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat50-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7406,ERS555571,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat50-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 2 (forward strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7407,ERS555613,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat50-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during late stationary phase; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h-,WT,not applicable,,stationary phase,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7407,ERS555613,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Stat50-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7408,ERS555597,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei0h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7408,ERS555597,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei0h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7409,ERS555601,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei0h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 0h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7409,ERS555601,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei0h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7410,ERS555598,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei2h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7410,ERS555598,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei2h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7411,ERS555602,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei2h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 2h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7411,ERS555602,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei2h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7412,ERS555599,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei4h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7412,ERS555599,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei4h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7413,ERS555603,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei4h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 4h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7413,ERS555603,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei4h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7414,ERS555600,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei6h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7414,ERS555600,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei6h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7415,ERS555604,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei6h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 6h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7415,ERS555604,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei6h-2.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 1 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7416,ERS555605,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei8h-1.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 1 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7416,ERS555605,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei8h-1.rev.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 2 (forward strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7417,ERS555606,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei8h-2.fw.bw
Transcripts,yes,,Poly(A)+ transcripts during meiosis 8h; repeat 2 (reverse strand) - Atkinson et al. (2018),,,h+/h+ pat1-114/pat1-114 ade6-M210/ade6-M216 ,WT,not applicable,high temperature,meiosis,,RNA-Seq,Atkinson,2018,29914874,ENA,PRJEB7417,ERS555606,,bigWig,https://www.pombase.org/external_datasets/atkinson_2018_transcript/Mei8h-2.rev.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth; repeat 1 - Gonzalez et al. (2016),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,Paired-end sequencing,Gonzalez,2016,27662899,GEO,GSE84910,GSM2253905,,bigWig,https://www.pombase.org/external_datasets/GSE84910_PMID_27662899_Gonzalez/MN_Spombe_972h-_Rep1.bw
Nucleosome positioning,yes,yes,Nucleosome positioning during vegetative growth; repeat 2 - Gonzalez et al. (2016),,,h-,WT,not applicable,"YES, standard temperature",vegetative growth,,Paired-end sequencing,Gonzalez,2016,27662899,GEO,GSE84910,GSM2253906,,bigWig,https://www.pombase.org/external_datasets/GSE84910_PMID_27662899_Gonzalez/MN_Spombe_972h-_Rep2.bw
Chromatin binding,yes,yes,Untagged control - Garg et al. (2015),2 combined repeats,,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486228,,bigWig,https://www.pombase.org/external_datasets/GSE60712_Garg_PMID_25908789/GSM1486228_Untagged_ChIPSeq.bw
Chromatin binding,yes,yes,Fkh2 chromatin binding sites during vegetative growth - Garg et al. (2015),TAP tag; 2 combined repeats,fkh2,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486229,,bigWig,https://www.pombase.org/external_datasets/GSE60712_Garg_PMID_25908789/GSM1486229_Fkh2_ChIPSeq.bw
Chromatin binding,yes,yes,Sak1 chromatin binding sites during vegetative growth - Garg et al. (2015),TAP tag; 2 combined repeats,sak1,,WT,not applicable,,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486230,,bigWig,https://www.pombase.org/external_datasets/GSE60712_Garg_PMID_25908789/GSM1486230_Sak1_ChIPSeq.bw
Chromatin binding,yes,yes,Sep1 chromatin binding sites during bortezomib treatment - Garg et al. (2015),2 combined repeats,sep1,,WT,not applicable,bortezomib,vegetative growth,,ChIP-seq,Garg,2015,25908789,GEO,GSE60712,GSM1486231,,bigWig,https://www.pombase.org/external_datasets/GSE60712_Garg_PMID_25908789/GSM1486231_Sep1_Bort_ChIPSeq.bw
Nucleosome positioning,yes,yes,Nucleosome density during vegetative growth (Atkinson 2018),,,h-,WT,not applicable,EMM,vegetative growth,forward,HT sequencing ,Atkinson,2018,29914874,ENA,PRJEB21376,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/Nucleosome-density-wtNucWave-reps-median.depth_wl_trimmed_PE2.bigWig
Conservation,yes,yes,Conservation of sites over the phylogeny of S. pombe‚ S. octosporus‚ S. japonicus‚ and S. cryophilus (higher values are associated with higher degree of conservation)- Grech et al. (2019),,,,,,,,forward,PhyloP,Grech,2019,31077324,,,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/Conservation-SchizPom_phyloP.bigWig
Transposon insertions,yes,yes,Transposon insertion sites smoothed to states S1-S5 (lower states have fewer insertions) - Grech et al. (2019),,,,,,YES,vegetative growth,forward,HMM,Grech,2019,31077324,,,,,bigWig,https://www.pombase.org/external_datasets/Grech_2019_PMID_31077324/all-log-data.hmmstate.model5A.bigWig
